"TELEPULES_ID","TELEPULES","LAKOS"
"21528","Harkány","4052"
"05847","Harsány","2019"
"18458","Harta","3300"
"22309","Hatvan","20332"
"16726","Hedrehely","415"
"02422","Hegyesd","151"
"17905","Hegyeshalom","3489"
"32188","Hegyfalu","773"
"14997","Hegyháthodász","159"
"30951","Hegyhátmaróc","135"
"18032","Hegyhátszentjakab","269"
"21838","Hegyhátszentmárton","58"
"08226","Hegyhátszentpéter","127"
"30216","Hegyhátsál","139"
"18403","Hegykő","1385"
"25803","Hegymagas","260"
"02468","Hegymeg","96"
"21023","Hegyszentmárton","414"
"22187","Hejce","267"
"06655","Hejőbába","1950"
"04604","Hejőkeresztúr","984"
"02282","Hejőkürt","322"
"16780","Hejőpapi","1143"
"12159","Hejőszalonta","861"
"17190","Helesfa","517"
"04093","Helvécia","4471"
"29391","Hencida","1260"
"09946","Hencse","342"
"33552","Herceghalom","2043"
"30137","Hercegkút","631"
"12937","Hercegszántó","1906"
"05324","Herencsény","624"
"23658","Herend","3360"
"24846","Heresznye","273"
"12061","Hermánszeg","247"
"19895","Hernyék","120"
"09849","Hernád","4074"
"15839","Hernádbűd","138"
"09399","Hernádcéce","192"
"24165","Hernádkak","1671"
"21829","Hernádkércs","260"
"31200","Hernádnémeti","3453"
"24882","Hernádpetri","254"
"17136","Hernádszentandrás","465"
"24970","Hernádszurdok","189"
"19840","Hernádvécse","1001"
"20242","Heréd","2034"
"05616","Hetefejércse","299"
"09928","Hetes","1153"
"07126","Hetvehely","420"
"15088","Hetyefő","92"
"14526","Heves","10533"
"10241","Hevesaranyos","608"
"04084","Hevesvezekény","605"
"06798","Hidas","2024"
"11697","Hidasnémeti","1086"
"20756","Hidegkút","442"
"23375","Hidegség","369"
"25672","Hidvégardó","545"
"27933","Himesháza","1065"
"04020","Himod","599"
"03285","Hirics","231"
"33932","Hobol","966"
"13019","Hodász","3303"
"06211","Hollád","226"
"31167","Hollóháza","854"
"33242","Hollókő","360"
"27818","Homokbödöge","671"
"24873","Homokkomárom","208"
"27845","Homokmégy","1312"
"19150","Homokszentgyörgy","1093"
"29966","Homorúd","598"
"21236","Homrogd","958"
"13204","Hont","515"
"13718","Horpács","179"
"04145","Hort","3692"
"04118","Hortobágy","1495"
"23074","Horváthertelend","78"
"12733","Horvátlövő","215"
"16887","Horvátzsidány","775"
"30836","Hosszúhetény","3387"
"20880","Hosszúpereszteg","628"
"06266","Hosszúpályi","5848"
"30775","Hosszúvíz","44"
"11208","Hosszúvölgy","160"
"07250","Hosztót","63"
"28325","Hottó","361"
"16878","Hugyag","871"
"33297","Hunya","656"
"34050","Hunyadfalva","176"
"31431","Husztót","48"
"18634","Hács","388"
"08837","Háromfa","757"
"12706","Háromhuta","132"
"25566","Hárskút","652"
"27881","Hásságy","251"
"12308","Hédervár","1177"
"03993","Héhalom","953"
"11891","Héreg","1022"
"08004","Hét","494"
"03814","Hévíz","4335"
"13949","Hévízgyörk","3113"
"08314","Hódmezővásárhely","47019"
"26055","Hőgyész","2895"
"10029","Hövej","307"
"33066","Ibafa","235"
"03188","Iborfia","11"
"25636","Ibrány","6886"
"11192","Igal","1282"
"17738","Igar","980"
"25399","Igrici","1239"
"19619","Iharos","453"
"27784","Iharosberény","1201"
"11387","Ikervár","1830"
"03300","Iklad","2104"
"29504","Iklanberény","39"
"13921","Iklódbördőce","305"
"20604","Ikrény","1800"
"26833","Iliny","167"
"09654","Ilk","1215"
"31936","Illocska","229"
"16577","Imola","93"
"08095","Imrehegy","701"
"26301","Inke","1259"
"08086","Ináncs","1268"
"32106","Inárcs","4448"
"29948","Ipacsfa","203"
"28097","Ipolydamásd","361"
"01508","Ipolyszög","647"
"03328","Ipolytarnóc","468"
"04978","Ipolytölgyes","464"
"29319","Ipolyvece","821"
"04701","Iregszemcse","2591"
"05005","Irota","69"
"07807","Isaszeg","11386"
"07977","Ispánk","95"
"10074","Istenmezeje","1528"
"21333","Istvándi","580"
"32018","Iszkaszentgyörgy","2025"
"28015","Iszkáz","315"
"02200","Isztimér","981"
"13879","Ivád","367"
"31635","Iván","1274"
"03337","Ivánbattyán","124"
"31680","Ivánc","705"
"13462","Iváncsa","2895"
"03346","Ivándárda","243"
"27711","Izmény","519"
"21999","Izsák","5930"
"05591","Izsófalva","1732"
"17923","Jakabszállás","2636"
"15972","Jenő","1328"
"06646","Jobaháza","539"
"08712","Jobbágyi","2239"
"17279","Juta","1240"
"09326","Jágónak","239"
"13958","Ják","2584"
"06406","Jákfa","529"
"20233","Jákfalva","519"
"15927","Jákó","603"
"17075","Jánd","769"
"07843","Jánkmajtis","1670"
"09469","Jánoshalma","9032"
"22859","Jánoshida","2470"
"11679","Jánosháza","2409"
"29221","Jánossomorja","5872"
"26657","Járdánháza","1790"
"17589","Jármi","1257"
"17437","Jásd","761"
"30711","Jászalsószentgyörgy","3471"
"22202","Jászapáti","9048"
"18209","Jászberény","26965"
"15811","Jászboldogháza","1620"
"17978","Jászdózsa","2130"
"23579","Jászfelsőszentgyörgy","1964"
"23339","Jászfényszaru","5667"
"24086","Jászivány","388"
"25186","Jászjákóhalma","3067"
"11004","Jászkarajenő","2710"
"22798","Jászkisér","5260"
"21111","Jászladány","5766"
"13514","Jászszentandrás","2408"
"08378","Jászszentlászló","2489"
"23135","Jásztelek","1598"
"22929","Jászágó","691"
"22105","Jászárokszállás","7913"
"13143","Jéke","709"
"15680","Jósvafő","240"
"02307","Kaba","5922"
"22965","Kacorlak","217"
"04297","Kacsóta","274"
"26453","Kadarkút","2589"
"14100","Kajdacs","1231"
"12113","Kajárpéc","1243"
"21342","Kajászó","1054"
"02033","Kakasd","1611"
"32230","Kakucs","2738"
"23791","Kalaznó","167"
"05537","Kallósd","77"
"06442","Kalocsa","17165"
"19141","Kamond","405"
"04279","Kamut","1019"
"14553","Kapolcs","407"
"33394","Kapoly","667"
"09098","Kaposfő","1677"
"28811","Kaposgyarmat","99"
"25867","Kaposhomok","503"
"12663","Kaposkeresztúr","332"
"18227","Kaposmérő","2412"
"23296","Kapospula","903"
"18962","Kaposszekcső","1555"
"06424","Kaposszerdahely","972"
"20473","Kaposvár","67979"
"15732","Kaposújlak","715"
"28334","Kapuvár","10364"
"10913","Karakó","184"
"08749","Karakószörcsök","303"
"18625","Karancsalja","1551"
"25548","Karancsberény","918"
"08855","Karancskeszi","1849"
"21041","Karancslapujtő","2607"
"26897","Karancsság","1190"
"04923","Karcag","20298"
"21218","Karcsa","1730"
"24794","Kardos","616"
"12177","Kardoskút","891"
"18041","Karmacs","769"
"30508","Karos","504"
"30696","Kartal","5892"
"05935","Karácsond","3091"
"05263","Karád","1508"
"30605","Kaskantyú","927"
"08411","Kastélyosdombó","204"
"22752","Kaszaper","1944"
"34193","Kaszó","111"
"26620","Katafa","374"
"11280","Katymár","2099"
"06965","Katádfa","179"
"06691","Kazincbarcika","28909"
"26888","Kazsok","312"
"28389","Kazár","1965"
"19789","Kecel","8781"
"26684","Kecskemét","113275"
"04525","Kecskéd","1954"
"32902","Kehidakustány","1044"
"27571","Kelebia","2646"
"12034","Kelemér","527"
"17446","Kelevíz","323"
"32036","Keléd","69"
"19992","Kemecse","4720"
"22345","Kemence","998"
"25353","Kemendollár","515"
"19734","Kemeneshőgyész","503"
"16911","Kemeneskápolna","83"
"12247","Kemenesmagasi","827"
"13426","Kemenesmihályfa","504"
"20996","Kemenespálfa","422"
"20084","Kemenesszentmárton","203"
"12478","Kemenesszentpéter","654"
"24484","Kemenessömjén","588"
"22716","Kemestaródfa","231"
"06789","Kemse","54"
"06071","Keménfa","80"
"17145","Kenderes","4736"
"07418","Kengyel","3911"
"09937","Kenyeri","821"
"02574","Kenéz","272"
"05458","Kenézlő","1230"
"26596","Kercaszomor","198"
"14386","Kercseliget","359"
"28079","Kerecsend","2272"
"31529","Kerecseny","266"
"22530","Kerekegyháza","6327"
"34379","Kerekharaszt","726"
"04598","Kereki","560"
"34166","Kerepes","9977"
"17066","Keresztéte","70"
"29489","Kerkabarabás","272"
"15112","Kerkafalva","113"
"22080","Kerkakutas","131"
"09575","Kerkaszentkirály","240"
"32647","Kerkateskánd","166"
"19761","Kerkáskápolna","97"
"25654","Kerta","599"
"12618","Kertészsziget","374"
"10995","Kerékteleki","656"
"31413","Keszeg","651"
"29249","Kesznyéten","1934"
"18421","Keszthely","21047"
"29577","Kesztölc","2663"
"17640","Keszőhidegkút","204"
"03832","Keszü","1301"
"31574","Kevermes","1998"
"32267","Kilimán","247"
"14748","Kimle","2193"
"02343","Kincsesbánya","1541"
"32090","Királd","855"
"20552","Királyegyháza","922"
"13666","Királyhegyes","652"
"05421","Királyszentistván","468"
"12636","Kisapostag","1414"
"07931","Kisapáti","370"
"19424","Kisar","1062"
"19053","Kisasszond","178"
"18908","Kisasszonyfa","160"
"02413","Kisbabot","202"
"22886","Kisbajcs","838"
"24387","Kisbajom","411"
"29072","Kisberzseny","82"
"30827","Kisberény","204"
"05722","Kisbeszterce","75"
"07816","Kisbodak","349"
"21379","Kisbucsa","478"
"22868","Kisbudmér","122"
"27243","Kisbágyon","447"
"24493","Kisbárapáti","430"
"26295","Kisbárkány","194"
"17330","Kisbér","5323"
"16249","Kiscsehi","171"
"17349","Kiscsécs","204"
"23700","Kiscsősz","118"
"33905","Kisdobsza","236"
"18838","Kisdombegyház","452"
"17710","Kisdorog","725"
"11183","Kisdér","128"
"33206","Kisecset","170"
"33695","Kisfalud","743"
"22460","Kisfüzes","138"
"04826","Kisgyalán","184"
"22840","Kisgyőr","1666"
"09812","Kisgörbő","180"
"06831","Kishajmás","204"
"27021","Kisharsány","557"
"33400","Kishartyán","583"
"16975","Kisherend","176"
"28875","Kishuta","272"
"08509","Kishódos","94"
"20923","Kisigmánd","504"
"12849","Kisjakabfalva","124"
"19910","Kiskassa","260"
"03762","Kiskinizs","348"
"13781","Kiskorpád","902"
"20297","Kiskunfélegyháza","30305"
"32434","Kiskunhalas","28752"
"10816","Kiskunlacháza","9015"
"24396","Kiskunmajsa","11767"
"20312","Kiskutas","176"
"09344","Kiskőrös","14269"
"18281","Kisköre","2721"
"21616","Kislippó","274"
"28990","Kisláng","2410"
"28477","Kisléta","1841"
"30173","Kislőd","1208"
"15477","Kismarja","1219"
"33738","Kismaros","2063"
"06512","Kismányok","343"
"16036","Kisnamény","295"
"33215","Kisnyárád","189"
"12502","Kisnána","987"
"05227","Kisnémedi","723"
"29850","Kisoroszi","958"
"29300","Kispalád","539"
"04288","Kispirit","88"
"16081","Kispáli","273"
"11448","Kisrozvágy","125"
"11147","Kisrákos","206"
"32726","Kisrécse","186"
"14702","Kissikátor","326"
"05953","Kissomlyó","230"
"09751","Kisszekeres","544"
"08651","Kisszentmárton","274"
"13055","Kissziget","162"
"28158","Kisszállás","2434"
"27766","Kisszékely","307"
"23001","Kisszőlős","144"
"12353","Kistamási","141"
"03151","Kistapolca","200"
"34157","Kistarcsa","11703"
"31024","Kistelek","7100"
"12399","Kistokaj","2109"
"20941","Kistolmács","168"
"03869","Kistormás","324"
"10746","Kistótfalu","317"
"02501","Kisunyom","417"
"12672","Kisvarsány","980"
"09548","Kisvaszar","335"
"31185","Kisvejke","412"
"09265","Kisvárda","16669"
"16364","Kisvásárhely","53"
"26666","Kiszombor","3840"
"15486","Kiszsidány","98"
"25919","Kisújszállás","11500"
"08253","Klárafalva","490"
"02510","Kocs","2594"
"22433","Kocsola","1230"
"07445","Kocsord","2782"
"32771","Kocsér","1869"
"17455","Kokad","586"
"30182","Kolontár","746"
"10612","Komjáti","263"
"26408","Komló","25299"
"22336","Komlódtótfalu","122"
"09858","Komlósd","186"
"16559","Komlóska","245"
"27146","Komoró","1269"
"23995","Kompolt","2135"
"02167","Komádi","5269"
"05449","Komárom","19733"
"13028","Kondorfa","538"
"10287","Kondoros","5227"
"32498","Kondó","607"
"25964","Konyár","2027"
"21184","Koppányszántó","308"
"22956","Korlát","283"
"24633","Koroncó","2007"
"27687","Kosd","2556"
"24226","Kovácshida","270"
"14517","Kovácsszénája","55"
"28547","Kovácsvágás","628"
"13082","Kozmadombja","56"
"13842","Kozárd","158"
"06336","Kozármisleny","6061"
"19576","Krasznokvajda","441"
"34209","Kulcs","2669"
"05856","Kunadacs","1554"
"06044","Kunbaja","1500"
"07728","Kunbaracs","641"
"05254","Kuncsorba","595"
"29027","Kunfehértó","2032"
"22567","Kunhegyes","7582"
"23171","Kunmadaras","5424"
"31918","Kunpeszér","638"
"28130","Kunszentmiklós","8628"
"32504","Kunszentmárton","8496"
"31626","Kunsziget","1230"
"31893","Kunszállás","1645"
"16045","Kunágota","2595"
"26541","Kup","462"
"18722","Kupa","150"
"20507","Kurd","1232"
"11819","Kurityán","1657"
"19479","Kustánszeg","509"
"28857","Kutas","1488"
"19451","Kutasó","111"
"32993","Kács","512"
"06415","Kákics","222"
"32179","Kál","3585"
"29957","Káld","1041"
"08642","Kálló","1442"
"31404","Kállósemjén","3630"
"06105","Kálmáncsa","624"
"27225","Kálmánháza","1988"
"16683","Káloz","2385"
"21500","Kálócfa","147"
"04640","Kám","426"
"02671","Kántorjánosi","2155"
"25742","Kány","59"
"05272","Kánya","404"
"04473","Kányavár","112"
"07764","Kánó","171"
"15307","Kápolna","1605"
"21926","Kápolnásnyék","3552"
"14270","Káptalanfa","834"
"05634","Káptalantóti","419"
"05351","Kára","54"
"34351","Károlyháza","655"
"05999","Kárász","321"
"17464","Kásád","306"
"19132","Kátoly","295"
"27827","Káva","632"
"32063","Kávás","249"
"13374","Kázsmárk","972"
"28431","Kék","1916"
"14359","Kékcse","1521"
"15264","Kéked","184"
"16805","Kékesd","176"
"26037","Kékkút","89"
"18166","Kéleshalom","428"
"10542","Kémes","481"
"32869","Kérsemjén","289"
"11846","Kétbodony","479"
"03461","Kétegyháza","4057"
"11174","Kéthely","2326"
"19813","Kétpó","697"
"03106","Kétsoprony","1447"
"19345","Kétvölgy","115"
"21731","Kéty","683"
"08572","Kétújfalu","668"
"31361","Kóka","4455"
"11262","Kóny","2631"
"06895","Kópháza","2053"
"08110","Kórós","235"
"24679","Kóspallag","797"
"23728","Kótaj","4536"
"13745","Kőkút","636"
"15510","Kőröshegy","1611"
"32975","Kőröstetétlen","860"
"16832","Kőszeg","12077"
"05740","Kőszegdoroszló","246"
"26046","Kőszegpaty","205"
"20109","Kőszegszerdahely","493"
"30650","Kőszárhegy","1621"
"11235","Kőtelek","1583"
"15538","Kővágószőlős","1279"
"06992","Kővágótöttös","322"
"23454","Kővágóörs","808"
"25247","Köblény","234"
"04190","Köcsk","288"
"03540","Kökény","604"
"16665","Kölcse","1261"
"10463","Kölesd","1516"
"17899","Kölked","1071"
"14535","Kömlő","1769"
"07630","Kömlőd","1232"
"13806","Kömpöc","710"
"23612","Kömörő","512"
"13532","Körmend","11799"
"30553","Környe","4436"
"26602","Köröm","1375"
"11615","Körösladány","4651"
"10764","Körösnagyharsány","546"
"31130","Körösszakál","820"
"08943","Körösszegapáti","878"
"12900","Köröstarcsa","2502"
"30164","Körösújfalu","550"
"18148","Kötcse","503"
"06804","Kötegyán","1340"
"09955","Kövegy","375"
"25858","Köveskál","367"
"14410","Kübekháza","1535"
"32221","Külsősárd","77"
"16142","Külsővat","760"
"04066","Küngös","508"
"16258","Lad","555"
"05786","Ladánybene","1685"
"07506","Lajoskomárom","2131"
"17677","Lajosmizse","11149"
"15857","Lak","607"
"33792","Lakhegy","484"
"06202","Lakitelek","4421"
"11040","Lakócsa","563"
"06479","Lapáncsa","195"
"21290","Laskod","969"
"03434","Lasztonya","119"
"11660","Legyesbénye","1527"
"30395","Legénd","467"
"27483","Lendvadedes","33"
"11475","Lendvajakabfa","33"
"24411","Lengyel","531"
"26675","Lengyeltóti","3262"
"12575","Lenti","7992"
"07269","Lepsény","3069"
"17570","Lesencefalu","301"
"21962","Lesenceistvánd","964"
"17871","Lesencetomaj","1109"
"12122","Letenye","4119"
"22682","Letkés","1141"
"30979","Levelek","2892"
"19239","Levél","1798"
"30809","Leányfalu","3637"
"25487","Leányvár","1716"
"32355","Libickozma","56"
"03054","Lickóvadamos","198"
"17604","Liget","422"
"28200","Ligetfalva","48"
"22974","Lippó","446"
"10038","Liptód","208"
"16221","Lipót","659"
"10889","Lispeszentadorján","310"
"25025","Liszó","414"
"28219","Litka","49"
"04871","Litke","841"
"04552","Litér","2037"
"31389","Lothárd","248"
"05564","Lovas","432"
"19114","Lovasberény","2663"
"24624","Lovászhetény","279"
"28167","Lovászi","1205"
"05087","Lovászpatona","1132"
"20190","Lucfalva","603"
"15796","Ludas","809"
"02778","Ludányhalászi","1591"
"14021","Lukácsháza","1047"
"10010","Lulla","210"
"15255","Lábatlan","5018"
"28291","Lábod","1995"
"20844","Lácacséke","255"
"26231","Ládbesenyő","270"
"33330","Lánycsók","2509"
"14605","Lápafő","152"
"14863","Látrány","1343"
"04376","Lázi","560"
"33668","Lébény","3179"
"03531","Léh","480"
"07038","Lénárddaróc","295"
"05768","Létavértes","7058"
"29081","Lócs","130"
"18856","Lókút","507"
"26091","Lónya","661"
"09140","Lórév","320"
"21209","Lőkösháza","1791"
"30401","Lőrinci","5969"
"31194","Lövő","1428"
"07995","Lövőpetri","443"
"18865","Lúzsok","269"
"23357","Madaras","2961"
"29337","Madocsa","1877"
"26444","Maglóca","94"
"10922","Maglód","11767"
"29984","Magosliget","251"
"16629","Magy","971"
"27678","Magyaralmás","1526"
"10427","Magyaratád","843"
"27906","Magyarbánhegyes","2406"
"25177","Magyarbóly","985"
"05962","Magyarcsanád","1509"
"11536","Magyardombegyház","220"
"29753","Magyaregregy","731"
"25371","Magyaregres","662"
"08916","Magyarföld","38"
"26374","Magyargencs","494"
"26967","Magyargéc","858"
"05430","Magyarhertelend","635"
"03683","Magyarhomorog","828"
"13912","Magyarkeresztúr","433"
"06017","Magyarkeszi","1224"
"03221","Magyarlak","732"
"23542","Magyarlukafa","78"
"05412","Magyarmecske","313"
"27289","Magyarnádalja","216"
"32407","Magyarnándor","1137"
"20437","Magyarpolány","1110"
"27067","Magyarsarlós","297"
"17288","Magyarszecsőd","428"
"02909","Magyarszentmiklós","270"
"13064","Magyarszerdahely","507"
"25423","Magyarszombatfa","264"
"22600","Magyarszék","1095"
"04385","Magyartelek","223"
"10755","Majosháza","1570"
"27863","Majs","953"
"19600","Makkoshotyka","868"
"27696","Maklár","2406"
"04394","Makád","1232"
"07357","Makó","23727"
"03610","Malomsok","523"
"29294","Marcalgergelyi","395"
"18500","Marcali","11571"
"22220","Marcaltő","766"
"16540","Markaz","1761"
"06770","Markotabödöge","445"
"16443","Markóc","57"
"10515","Maroslele","2036"
"02626","Martfű","6521"
"02228","Martonfa","205"
"04659","Martonvásár","5740"
"02024","Martonyi","392"
"29920","Maráza","177"
"02103","Maróc","85"
"15219","Marócsa","92"
"15051","Matty","342"
"13444","Mecseknádasd","1513"
"11402","Mecsekpölöske","420"
"27359","Mecsér","589"
"20765","Medgyesbodzás","1073"
"30128","Medgyesegyháza","3711"
"30562","Medina","821"
"25760","Meggyeskovácsi","709"
"21768","Megyaszó","2760"
"30872","Megyehíd","330"
"04987","Megyer","13"
"30492","Mekényes","263"
"27137","Mencshely","255"
"03692","Mende","4224"
"07737","Merenye","273"
"23630","Mernye","1433"
"14809","Mersevát","567"
"31875","Mesterháza","145"
"15723","Mesteri","236"
"30234","Mesterszállás","698"
"11758","Meszes","153"
"32832","Meszlen","214"
"16106","Mesztegnyő","1393"
"19628","Mezőberény","11121"
"30854","Mezőcsokonya","1251"
"13833","Mezőcsát","5993"
"03470","Meződ","123"
"17552","Mezőfalva","4699"
"04206","Mezőgyán","1066"
"11873","Mezőhegyes","5134"
"26286","Mezőhék","326"
"11323","Mezőkeresztes","3891"
"05689","Mezőkomárom","924"
"30322","Mezőkovácsháza","6085"
"19433","Mezőkövesd","16607"
"32656","Mezőladány","990"
"23560","Mezőlak","1040"
"18379","Mezőnagymihály","1021"
"11749","Mezőnyárád","1548"
"31033","Mezőpeterd","505"
"18847","Mezősas","595"
"25089","Mezőszemere","1233"
"06576","Mezőszentgyörgy","1309"
"29036","Mezőszilas","2042"
"31662","Mezőtárkány","1600"
"04260","Mezőtúr","17620"
"03443","Mezőzombor","2434"
"12812","Mezőörs","1019"
"27526","Miháld","851"
"02130","Mihályfa","384"
"13222","Mihálygerge","569"
"04668","Mihályháza","737"
"21980","Mihályi","1058"
"20905","Mike","641"
"24466","Mikebuda","697"
"22141","Mikekarácsonyfa","269"
"24217","Mikepércs","4388"
"33376","Miklósi","232"
"30599","Mikosszéplak","321"
"31282","Mikófalva","731"
"24253","Mikóháza","572"
"02662","Milejszeg","364"
"31750","Milota","816"
"21555","Mindszent","6772"
"16285","Mindszentgodisa","874"
"04534","Mindszentkálla","289"
"04756","Misefa","298"
"30632","Miske","1683"
"30456","Miskolc","168075"
"02811","Miszla","271"
"26930","Mocsa","2146"
"17783","Mogyoród","6264"
"28255","Mogyorósbánya","888"
"10968","Mogyoróska","70"
"25715","Moha","553"
"27915","Mohora","928"
"23959","Mohács","18884"
"03294","Molnaszecsőd","433"
"21014","Molnári","697"
"29522","Molvány","188"
"09016","Monaj","235"
"07825","Monok","1583"
"10551","Monor","18465"
"34397","Monorierdő","3582"
"24040","Monostorapáti","1090"
"25894","Monostorpályi","2124"
"22512","Monoszló","129"
"16027","Monyoród","184"
"31343","Mosdós","1007"
"04783","Mosonmagyaróvár","32493"
"33677","Mosonszentmiklós","2270"
"28149","Mosonszolnok","1651"
"34412","Mosonudvar","489"
"29540","Mozsgó","1023"
"13620","Mucsfa","406"
"07029","Mucsi","453"
"02158","Muhi","536"
"25210","Murakeresztúr","1766"
"07968","Murarátka","256"
"33987","Muraszemenye","652"
"18917","Murga","52"
"11989","Murony","1268"
"03902","Mád","2130"
"06813","Mágocs","2414"
"27395","Mályi","4126"
"14915","Mályinka","474"
"02088","Mánd","270"
"17826","Mándok","4226"
"33923","Mánfa","865"
"23490","Mány","2359"
"09450","Márfa","215"
"22637","Máriahalom","667"
"12283","Máriakálnok","1712"
"14483","Máriakéménd","604"
"04570","Márianosztra","909"
"19655","Máriapócs","2069"
"14641","Márkháza","229"
"32212","Márkó","1166"
"20659","Márok","434"
"31981","Márokföld","49"
"33224","Márokpapi","451"
"25733","Mártély","1349"
"19965","Mátraballa","729"
"14872","Mátraderecske","1886"
"20075","Mátramindszent","812"
"19372","Mátranovák","1724"
"24332","Mátraszele","1024"
"29045","Mátraszentimre","465"
"04330","Mátraszőlős","1610"
"33525","Mátraterenye","1771"
"30100","Mátraverebély","2068"
"20668","Mátyus","296"
"16948","Mátyásdomb","733"
"18874","Mátészalka","17086"
"27809","Mátételke","518"
"33756","Máza","1237"
"23931","Méhkerék","2071"
"29799","Méhtelek","666"
"16018","Mélykút","5196"
"25618","Méra","1754"
"20385","Mérges","74"
"07463","Mérk","2094"
"31565","Mónosbél","440"
"18485","Mór","14247"
"04349","Mórahalom","6090"
"34096","Móricgát","483"
"02556","Mórichida","815"
"20701","Mórágy","720"
"33349","Mőcsény","347"
"21546","Múcsony","3165"
"27599","Nadap","536"
"23551","Nagyacsád","646"
"27979","Nagyalásony","479"
"04710","Nagyar","692"
"17941","Nagyatád","10887"
"02361","Nagybajcs","909"
"21652","Nagybajom","3465"
"12760","Nagybakónak","397"
"25955","Nagybaracska","2230"
"29188","Nagybarca","1097"
"21449","Nagyberki","1442"
"29063","Nagyberény","1367"
"03984","Nagybudmér","207"
"26028","Nagybánhegyes","1144"
"16391","Nagybárkány","647"
"14775","Nagybörzsöny","782"
"02495","Nagycenk","1920"
"20598","Nagycsepely","375"
"22743","Nagycserkesz","1754"
"18111","Nagycsány","155"
"05582","Nagycsécs","802"
"21485","Nagydobos","2134"
"33899","Nagydobsza","676"
"18388","Nagydorog","2673"
"10001","Nagydém","358"
"06488","Nagyecsed","6120"
"23180","Nagyesztergár","1224"
"26879","Nagyfüged","1923"
"09283","Nagygeresd","257"
"08262","Nagygyimót","526"
"05218","Nagygörbő","185"
"12858","Nagyhajmás","345"
"27155","Nagyhalász","5586"
"02653","Nagyharsány","1538"
"09478","Nagyhegyes","2768"
"15468","Nagyhuta","98"
"26976","Nagyhódos","111"
"22372","Nagyigmánd","2988"
"21689","Nagyiván","1166"
"04242","Nagykamarás","1404"
"30933","Nagykanizsa","49850"
"20589","Nagykapornak","903"
"07001","Nagykarácsony","1369"
"08907","Nagykereki","1185"
"34281","Nagykeresztúr","265"
"26505","Nagykinizs","339"
"32805","Nagykorpád","590"
"09991","Nagykovácsi","6628"
"10940","Nagykozár","1904"
"22178","Nagykutas","457"
"24785","Nagykálló","9996"
"13435","Nagykáta","12584"
"27182","Nagykónyi","1111"
"19716","Nagykőrös","24691"
"24943","Nagykökényes","586"
"32920","Nagykölked","162"
"15574","Nagykörű","1632"
"12779","Nagylak","484"
"04455","Nagylengyel","501"
"21102","Nagylóc","1573"
"32364","Nagylók","1079"
"32939","Nagylózs","1017"
"31732","Nagymaros","4751"
"15060","Nagymizdó","123"
"17233","Nagymágocs","3108"
"14030","Nagymányok","2276"
"14650","Nagynyárád","709"
"23986","Nagyoroszi","2116"
"19877","Nagypall","428"
"27164","Nagypeterd","632"
"21403","Nagypirit","266"
"28468","Nagypáli","458"
"16513","Nagyrada","474"
"33181","Nagyrozvágy","612"
"06309","Nagyrábé","2013"
"29869","Nagyrákos","282"
"14979","Nagyrécse","1113"
"31486","Nagyréde","3111"
"06318","Nagyrév","738"
"26143","Nagysimonyi","984"
"25520","Nagyszakácsi","487"
"27988","Nagyszekeres","523"
"33543","Nagyszentjános","1803"
"13709","Nagyszokoly","866"
"06761","Nagyszékely","441"
"08244","Nagyszénás","5118"
"27076","Nagysáp","1535"
"23409","Nagytarcsa","3738"
"25201","Nagytevel","517"
"24837","Nagytilaj","124"
"27605","Nagytálya","865"
"28927","Nagytótfalu","398"
"29179","Nagytőke","443"
"33783","Nagyvarsány","1448"
"16452","Nagyvejke","145"
"23588","Nagyveleg","649"
"26134","Nagyvenyim","4070"
"28282","Nagyvisnyó","935"
"14191","Nagyváty","352"
"19196","Nagyvázsony","1780"
"20914","Nagyér","496"
"10418","Nagyút","681"
"02796","Nak","558"
"08420","Napkor","3785"
"02042","Narda","502"
"20163","Naszály","2345"
"28033","Nekézseny","744"
"06169","Nemesapáti","534"
"05245","Nemesbikk","986"
"27119","Nemesborzova","81"
"24509","Nemesbőd","629"
"32948","Nemesbük","676"
"23320","Nemescsó","304"
"07913","Nemesdéd","712"
"02787","Nemesgulács","959"
"05652","Nemesgörzsöny","693"
"05555","Nemeshany","415"
"07658","Nemeshetés","299"
"18236","Nemeske","260"
"03674","Nemeskeresztúr","258"
"25511","Nemeskisfalud","117"
"02839","Nemeskocs","368"
"24059","Nemeskolta","374"
"29328","Nemeskér","209"
"26240","Nemesládony","127"
"31556","Nemesmedves","25"
"32540","Nemesnádudvar","1836"
"32665","Nemesnép","123"
"19859","Nemespátró","329"
"09672","Nemesrempehollós","275"
"18023","Nemesrádó","316"
"21759","Nemesszalók","917"
"08059","Nemesszentandrás","289"
"25609","Nemessándorháza","259"
"17561","Nemesvid","703"
"28422","Nemesvita","351"
"02194","Nemesvámos","2519"
"27580","Nemti","746"
"33826","Neszmély","1341"
"10843","Nick","513"
"10959","Nikla","725"
"14757","Noszlop","1005"
"18810","Noszvaj","1825"
"03355","Nova","840"
"29276","Novaj","1406"
"27191","Novajidrány","1398"
"19752","Nyalka","452"
"15352","Nyergesújfalu","7510"
"03203","Nyim","289"
"24004","Nyirád","1925"
"04215","Nyomár","342"
"26329","Nyugotszenterzsébet","243"
"23038","Nyáregyháza","3918"
"23056","Nyárlőrinc","2285"
"20066","Nyársapát","1907"
"29009","Nyárád","898"
"12885","Nyékládháza","4991"
